cid,Name,BirthDate,Height,Weight,YearStart,YearEnd,Position,PositionsPlayed,College,GP,MIN,PTS,FGM,FGA,FGPer,X3PMade,X3PA,X3Per,FTM,FTA,FTPer,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs,RandomSort,School_power,Birth_Month
1092,Scott Haffner,2-Feb-66,75,180,1990,1991,G,1,University of Evansville,43,13,4.6,2,5,40.6,0.1,0.5,14.3,0.4,0.6,68,0.2,1,1.2,1.9,0.3,0.1,0.8,0,0.25021939,scrappy,Feb
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,Tyrus Thomas,17-Aug-86,81,215,2007,2015,F,1,Louisiana State University,72,13.4,5.2,1.9,3.9,47.5,0,0,0,1.5,2.4,60.6,1.2,2.5,3.7,0.6,0.6,1.1,1.3,1,0.938666415,Power,Aug
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,Grant Hill,5-Oct-72,80,225,1995,2013,F-G,2,Duke University,70,38.3,19.9,7.3,15.2,47.7,0.1,0.4,14.8,5.3,7.3,73.2,1.8,4.6,6.4,5,1.8,0.9,2.9,1,0.469299207,Power,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,Keith Bogans,12-May-80,77,215,2004,2014,G-F,2,University of Kentucky,73,24.5,6.8,2.5,6.2,40.3,0.9,2.6,35.8,0.9,1.4,63.1,1.5,2.9,4.3,1.3,0.6,0.1,1,1,0.206785263,Power,May
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,Richard Anderson,19-Nov-60,82,240,1983,1990,F-C,2,"University of California, Santa Barbara",78,16.3,5.2,2.2,5.5,40.4,0.1,0.2,36.8,0.6,0.9,69.6,1.4,2.1,3.5,1.5,0.7,0.3,1.2,1,0.40877607,scrappy,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,Tony Campbell,7-May-62,79,215,1985,1995,F-G,2,Ohio State University,56,11.2,5.6,2.3,4.7,49.6,0,0,0,1,1.3,80,0.7,0.9,1.6,0.4,0.5,0.1,1.2,1,0.791292088,Power,May
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Chris Childs,20-Nov-67,75,195,1995,2003,G,1,Boise State University,53,19.3,5.8,2,5.3,38,0.8,2.4,32.8,1,1.4,75.3,0.3,1,1.3,4.1,0.8,0.1,1.4,1,0.738722201,scrappy,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Charles Smith,16-Jul-65,82,230,1989,1997,F-C,2,University of Pittsburgh,71,30.4,16.3,6.1,12.4,49.5,0,0,0,4,5.5,72.5,2.4,4.1,6.5,1.5,1,1.3,2.1,0,0.984700731,Power,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Bruce Flowers,13-Jun-57,80,225,1983,1983,F,1,University of Notre Dame,53,13.2,4.9,2.1,3.9,53.4,0,0,0,0.8,1,77.4,1.3,2.1,3.4,0.9,0.4,0.2,0.8,0,0.481569218,Power,Jun
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,Ricky Wilson,16-Jul-64,75,195,1988,1988,G,1,George Mason University,24,17.5,5.2,1.8,4.6,39.1,0.4,1.1,38.5,1.2,1.7,72.5,0.1,1,1.1,2.9,1,0.1,1,0,0.580469722,scrappy,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Andrew Lang,28-Jun-66,83,245,1989,2000,C,1,University of Arkansas,62,8.5,2.6,1,1.9,51.3,0,0,0,0.6,1,65,0.9,1.5,2.4,0.1,0.3,0.8,0.5,1,0.240721204,Power,Jun
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,Leroy Combs,1-Jan-61,80,210,1984,1984,F,1,Oklahoma State University,48,9.3,4.5,1.7,3.4,49.7,0,0.1,0,1.2,1.9,61.5,0.4,0.8,1.2,0.8,0.5,0.4,1,0,0.867623728,Power,Jan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,A.J. English,11-Jul-67,75,175,1991,1992,G,1,Virginia Union University,70,20.6,8.8,3.6,8.2,43.9,0,0.4,9.7,1.6,2.2,70.7,0.9,1.2,2.1,2.5,0.4,0.2,1.6,0,0.342811267,scrappy,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Allan Ray,17-Jun-84,74,190,2007,2007,G,1,Villanova University,47,15.1,6.2,2.1,5.5,38.6,1,2.5,41.4,0.9,1.2,76.4,0.4,1.1,1.5,0.9,0.4,0.1,0.9,0,0.198707503,Power,Jun
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,Larry Drew,5-Mar-90,74,180,2015,2015,G,1,"University of California, Los Angeles",76,20.8,6.6,2.6,6.4,40.7,0.1,0.2,23.5,1.4,1.8,79.7,0.3,1.3,1.6,3.3,1.2,0.1,2.2,0,0.675490892,Power,Mar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,DeJuan Blair,22-Apr-89,79,270,2010,2016,F-C,2,University of Pittsburgh,82,18.2,7.8,3.4,6,55.6,0,0,0,1.1,2,54.7,2.4,4,6.4,0.8,0.6,0.5,1.4,1,0.341377742,Power,Apr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,Tarik Black,22-Nov-91,81,250,2015,2018,C-F,2,University of Kansas,63,19,6,2.5,4.3,57.5,0,0,0,1,1.9,55.1,2.3,3.6,5.8,0.7,0.3,0.4,0.8,0,0.340667384,Power,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,Terry Davis,17-Jun-67,81,225,1990,2001,F-C,2,Virginia Union University,63,14,4.7,1.9,4.2,46.6,0,0,0,0.9,1.4,62.1,1.5,2.2,3.6,0.4,0.4,0.4,1.1,1,0.376941826,scrappy,Jun
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,J.R. Bremer,19-Sep-80,74,185,2003,2004,G,1,St. Bonaventure University,64,23.5,8.3,2.7,7.3,36.9,1.6,4.5,35.3,1.3,1.7,76.6,0.3,2,2.3,2.6,0.6,0.1,0.9,0,0.345565905,scrappy,Sep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,Ray McCallum,12-Jun-91,75,190,2014,2016,G,1,University of Detroit Mercy,45,19.9,6.2,2.5,6.7,37.7,0.5,1.3,37.3,0.7,1,74.4,0.4,1.4,1.8,2.7,0.5,0.2,0.9,0,0.196573184,scrappy,Jun
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Brad Lohaus,29-Sep-64,83,230,1988,1998,F-C,2,University of Iowa,70,10.3,4.2,1.7,3.5,49.6,0,0.2,23.1,0.7,0.9,80.6,0.7,1.3,2,0.7,0.3,0.6,0.8,1,0.55118383,Power,Sep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Edgar Jones,17-Jun-56,82,225,1981,1986,F-C,2,"University of Nevada, Reno",60,15.8,8.7,3.2,6,52.9,0,0.1,0,2.4,3.6,67,1.5,2.9,4.4,0.7,0.6,1.4,1.7,1,0.810284803,Mid,Jun
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,Mario Elie,26-Nov-63,77,210,1991,2001,G-F,2,American International College,33,19.5,7.2,2.4,4.8,49.7,0.1,0.3,40,2.3,2.7,84.3,1.4,1.9,3.3,1.4,0.6,0.3,0.9,1,0.661980388,scrappy,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Al-Farouq Aminu,21-Sep-90,81,220,2011,2018,F,1,Wake Forest University,81,17.9,5.6,2,5,39.4,0.6,1.8,31.5,1.1,1.5,77.3,0.9,2.4,3.3,0.7,0.7,0.3,1.3,1,0.43024858,Power,Sep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,Ledell Eackles,24-Nov-66,77,220,1989,1998,G-F,2,University of New Orleans,80,18.2,11.5,4,9.2,43.4,0.1,0.5,22.5,3.4,4.3,78.6,1.3,1,2.3,1.5,0.5,0.1,1.6,1,0.16278134,scrappy,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Cole Aldrich,31-Oct-88,83,250,2011,2018,C,1,University of Kansas,18,7.9,1,0.4,0.8,53.3,0,0,0,0.1,0.2,50,0.7,1.2,1.9,0.2,0.3,0.4,0.4,1,0.377394269,Power,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,Sam Worthen,17-Jan-58,77,195,1981,1982,G,1,Marquette University,64,14.8,3.7,1.5,3,49.5,0,0.1,0,0.7,0.9,75,0.3,1.5,1.8,1.8,0.9,0.1,1.4,0,0.210943591,Power,Jan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,Willie Anderson,8-Jan-67,79,190,1989,1997,G-F,2,University of Georgia,81,33.8,18.6,7.9,15.9,49.8,0,0.3,19,2.8,3.6,77.5,1.9,3.3,5.1,4.6,1.9,0.8,3.2,1,0.936927397,Mid,Jan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,Tyrone Hill,19-Mar-68,81,240,1991,2004,F,1,Xavier University,74,16.1,5.3,2,4,49.2,0,0,0,1.3,2.1,63.2,2.1,3.1,5.2,0.3,0.5,0.4,1,1,0.343340456,Mid,Mar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,Jrue Holiday,12-Jun-90,76,205,2010,2018,G,1,"University of California, Los Angeles",73,24.2,8,3.2,7.1,44.2,0.8,2.2,39,0.9,1.2,75.6,0.8,1.8,2.6,3.8,1.1,0.3,2.1,1,0.040854957,Power,Jun
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,Greg Grant,29-Aug-66,67,140,1990,1996,G,1,Trenton State University,67,10.1,3.1,1.2,3.2,38.4,0,0.2,18.8,0.6,0.9,66.1,0.2,0.6,0.9,2.5,0.5,0,1.1,1,0.381287275,scrappy,Aug
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,Jeff Hornacek,3-May-63,75,190,1987,2000,G,1,Iowa State University,80,19.5,5.3,2,4.4,45.4,0.2,0.5,27.9,1.2,1.5,77.7,0.5,1.8,2.3,4.5,0.9,0.1,1.9,1,0.305887546,Mid,May
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,Willie Cauley-Stein,18-Aug-93,84,240,2016,2018,F-C,2,University of Kentucky,66,21.4,7,2.9,5.1,56.3,0,0,0,1.2,1.9,64.8,2,3.3,5.3,0.6,0.7,1,0.7,0,0.512005372,Power,Aug
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,Tim Thomas,26-Feb-77,82,230,1998,2010,F,1,Villanova University,77,23.1,11,4,8.9,44.7,0.8,2.2,36.3,2.2,3,74,1.4,2.4,3.7,1.2,0.7,0.2,1.5,1,0.58661585,Power,Feb
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,David Wesley,14-Nov-70,72,190,1994,2007,G,1,Baylor University,60,9,3.1,1.1,2.9,36.8,0.2,0.8,23.4,0.7,0.9,83,0.2,0.6,0.7,2.1,0.6,0.1,0.9,1,0.292106314,Mid,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Eddie House,14-May-78,73,180,2001,2011,G,1,Arizona State University,50,11,5,2.1,4.9,42.1,0.4,1.1,34.5,0.5,0.7,68.6,0.1,0.7,0.8,1,0.3,0,0.7,1,0.841697281,Mid,May
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Bryce Drew,21-Sep-74,74,185,1999,2004,G,1,Valparaiso University,34,13,3.5,1.4,3.8,36.4,0.5,1.4,32.7,0.2,0.2,100,0.1,0.9,0.9,1.5,0.3,0.1,0.9,1,0.087926604,scrappy,Sep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Buck Johnson,3-Jan-64,79,190,1987,1993,F,1,University of Alabama,60,8.7,3.8,1.6,3.4,46.8,0,0,0,0.7,1,69,0.6,0.8,1.5,0.7,0.3,0.3,0.6,1,0.57061588,Power,Jan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,Jeff Martin,14-Jan-67,77,195,1990,1991,G,1,Murray State University,69,19.6,6.3,2.5,6,41.1,0,0.2,13.3,1.3,1.9,70.5,1.1,1.2,2.3,0.6,0.6,0.2,0.7,0,0.001409054,scrappy,Jan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,Tony Wroten,13-Apr-93,78,205,2013,2016,G,1,University of Washington,35,7.8,2.6,0.9,2.5,38.4,0.1,0.5,25,0.6,0.8,72.4,0.4,0.4,0.8,1.2,0.2,0.1,0.8,0,0.248509759,Power,Apr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Donald Hodge,25-Feb-69,84,230,1992,1996,C,1,Temple University,51,20.7,8.4,3.2,6.4,49.7,0,0,0,2,2.9,66.7,2.3,3.1,5.4,0.8,0.5,0.5,1.5,1,0.761664885,Power,Feb
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,Tom Gugliotta,19-Dec-69,82,240,1993,2005,F,1,North Carolina State University,81,34.5,14.7,6,14,42.6,0.5,1.7,28.1,2.2,3.5,64.4,2.7,6.9,9.6,3.8,1.6,0.4,2.8,1,0.682513044,Power,Dec
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,Mike McGee,29-Jul-59,77,190,1982,1990,G-F,2,University of Michigan,39,9,4.9,2.1,4.4,46.5,0,0.1,0,0.8,1.4,58.5,0.9,0.4,1.3,0.4,0.5,0.1,0.9,1,0.248196159,Power,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Joe Wolf,17-Dec-64,83,230,1988,1999,F-C,2,University of North Carolina,42,27.1,7.6,3.2,8,40.7,0.1,0.4,20,1.1,1.3,83.3,1.2,3.2,4.5,2.3,0.9,0.4,1.8,1,0.809236468,Power,Dec
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Chris Whitney,5-Oct-71,72,168,1994,2004,G,1,Clemson University,40,8.5,1.8,0.6,2.1,30.5,0.3,0.8,33.3,0.3,0.4,80,0.1,0.6,0.7,1.3,0.3,0,0.9,1,0.347536994,Power,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,Tayshaun Prince,28-Feb-80,81,212,2003,2016,F,1,University of Kentucky,42,10.4,3.3,1.3,2.8,44.9,0.5,1.1,42.6,0.3,0.4,64.7,0.1,1,1.1,0.6,0.2,0.3,0.5,1,0.327844427,Power,Feb
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,Wayne Ellington,29-Oct-87,76,200,2010,2018,G,1,University of North Carolina,76,18.2,6.6,2.5,5.9,42.4,0.8,2.1,39.5,0.8,0.9,87.1,0.4,1.7,2.1,1,0.3,0.1,1,1,0.761269597,Power,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,Lucious Harris,18-Dec-70,77,190,1994,2005,G,1,"California State University, Long Beach",77,15.1,5.4,2.1,5,42.1,0.1,0.4,21.2,1.1,1.5,73.1,0.6,1.5,2,1.4,0.6,0.1,1,1,0.728498742,Mid,Dec
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,Jamie Feick,3-Jul-74,81,255,1997,2001,C,1,Michigan State University,41,15.2,3.7,1.4,3.8,35.7,0.1,0.3,35.7,0.8,1.6,50.7,2,3.2,5.2,0.6,0.4,0.3,0.8,1,0.357429081,Power,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,Ken Johnson,1-Feb-78,83,240,2003,2003,F-C,2,Ohio State University,64,12.7,4.1,1.8,3.3,52.8,0,0,0,0.6,1.3,43.5,1.4,2.4,3.8,0.3,0.2,0.3,0.9,0,0.907600798,Power,Feb
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Brad Miller,12-Apr-76,83,244,1999,2012,C,1,Purdue University,38,12.3,6.3,2.1,3.6,56.5,0,0.1,50,2.1,2.7,79.4,0.9,2.2,3.1,0.6,0.2,0.5,0.8,1,0.050620624,Power,Apr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Billy Donovan,30-May-65,71,171,1988,1988,G,1,Providence College,44,8.3,2.4,1,2.5,40.4,0,0.2,0,0.4,0.5,81,0.1,0.5,0.6,2,0.4,0,0.9,0,0.477666381,Power,May
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Brad Daugherty,19-Oct-65,84,245,1987,1994,C,1,University of North Carolina,80,33.7,15.7,6.1,11.3,53.8,0,0,0,3.5,5,69.6,1.9,6.2,8.1,3.8,0.6,0.8,3.1,1,0.959055261,Power,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,Ron Grandison,9-Jul-64,78,215,1989,1996,F,1,University of New Orleans,72,7.3,2.5,0.8,2,41.5,0,0.1,0,0.8,1.1,73.8,0.7,0.6,1.3,0.6,0.3,0,0.5,0,0.080822827,scrappy,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Danny Granger,20-Apr-83,81,222,2006,2015,F,1,University of New Mexico,78,22.6,7.5,2.8,6.1,46.2,0.4,1.2,32.3,1.5,1.9,77.7,1.7,3.2,4.9,1.2,0.7,0.8,1,1,0.106077417,Mid,Apr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,Jim Les,18-Aug-63,71,165,1989,1995,G,1,Bradley University,82,9.5,1.7,0.5,1.6,30.1,0,0.2,7.1,0.7,0.9,78.1,0.3,0.8,1.1,2.6,0.3,0.1,1.1,1,0.380697445,Mid,Aug
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,Rod Higgins,31-Jan-60,79,200,1983,1995,F,1,"California State University, Fresno",82,26.8,10.3,3.8,8.5,44.8,0.2,0.5,31.7,2.5,3.2,79.2,1.9,2.5,4.5,2.1,0.8,0.8,1.6,1,0.746601591,Power,Jan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,Kris Dunn,18-Mar-94,76,210,2017,2018,G,1,Providence College,33,16.9,4.1,1.5,4.1,37.3,0.3,0.9,29,0.8,1.2,62.5,0.4,1.9,2.2,2.4,1,0.3,1.2,0,0.878181671,Power,Mar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,Sylvester Gray,8-Jul-67,78,230,1989,1989,F,1,University of Memphis,55,22.2,8,3,7.2,42,0,0.1,25,1.9,2.8,67.3,2.1,3.1,5.2,2.1,0.7,0.5,1.9,0,0.911084973,Power,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,Roy Rogers,19-Aug-73,82,235,1997,2000,F,1,University of Alabama,40,8.9,2.2,0.9,2.2,39.8,0,0,0,0.5,1,46.3,0.8,1.2,2,0.2,0.1,0.9,0.3,0,0.125135778,Power,Aug
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,Lance Thomas,24-Apr-88,80,235,2012,2018,F,1,Duke University,42,15,4,1.4,3,45.2,0,0,0,1.2,1.5,83.9,1.2,1.8,3,0.3,0.2,0.2,0.6,1,0.568823903,Power,Apr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,Jon Brockman,20-Mar-87,79,255,2010,2012,F,1,University of Washington,52,12.6,2.8,1.1,2,53.4,0,0,0,0.7,1.2,59.7,2,2.1,4.1,0.4,0.3,0.1,0.4,0,0.716491872,Power,Mar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,John Battle,9-Nov-62,74,175,1986,1995,G,1,Rutgers University,64,10,4.3,1.6,3.5,45.5,0,0.1,0,1.2,1.6,72.8,0.2,0.8,1,1.2,0.4,0.1,0.7,1,0.207210732,scrappy,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Chris McCullough,5-Feb-95,83,200,2016,2018,F,1,Syracuse University,24,15.1,4.7,1.8,4.5,40.4,0.5,1.4,38.2,0.5,1,47.8,1,1.8,2.8,0.4,1.2,0.5,0.6,0,0.479932497,Power,Feb
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,Michael Beasley,9-Jan-89,81,235,2009,2018,F,1,Kansas State University,81,24.8,13.9,5.6,11.8,47.2,0.4,1,40.7,2.3,3,77.2,1.4,4.1,5.4,1,0.5,0.5,1.5,1,0.433858219,scrappy,Jan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,Etan Thomas,1-Apr-78,81,256,2002,2011,F,1,Syracuse University,47,13.1,4.3,1.7,3.2,53.6,0,0,0,0.9,1.6,55.4,1.2,2.7,3.9,0.1,0.4,0.7,0.6,1,0.825423879,Power,Apr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,Ray Allen,20-Jul-75,77,205,1997,2014,G,1,University of Connecticut,82,30.9,13.4,4.8,11.1,43,1.4,3.6,39.3,2.5,3,82.3,1.2,2.8,4,2.6,0.9,0.1,1.8,1,0.848053478,Power,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,Salim Stoudamire,11-Oct-82,73,179,2006,2008,G,1,University of Arizona,61,20.3,9.7,3.3,8.1,41.5,1.3,3.5,38,1.6,1.8,90,0.2,1.7,1.9,1.2,0.4,0.1,1.3,0,0.48383822,Power,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Donta Smith,27-Nov-83,79,215,2005,2006,G-F,2,Southeastern Illinois College,38,11.4,3.3,1.2,3,38.9,0.2,0.6,27.3,0.9,1.3,68.8,0.5,0.9,1.4,1,0.6,0.1,0.7,0,0.930983131,scrappy,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,Marquis Daniels,7-Jan-81,78,200,2004,2013,G-F,2,Auburn University,56,18.6,8.5,3.6,7.3,49.4,0.2,0.6,30.6,1.1,1.4,76.9,1.2,1.4,2.6,2.1,0.9,0.2,0.8,1,0.468435121,Mid,Jan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,Rod Foster,10-Oct-60,73,160,1984,1986,G,1,"University of California, Los Angeles",80,17.8,8.3,3.3,7.3,44.8,0.3,1.1,26.2,1.5,1.9,78.7,0.5,1,1.5,2.2,0.7,0.1,1.4,0,0.816725081,Power,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,Rodrick Rhodes,24-Sep-73,78,225,1998,2000,G-F,2,University of Southern California,58,18.4,5.8,1.9,5.3,36.7,0,0.1,25,1.9,3.1,61.7,0.5,0.7,1.2,1.9,1.1,0.2,1.7,0,0.774063309,Mid,Sep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,Eric Maynor,11-Jun-87,75,175,2010,2014,G,1,Virginia Commonwealth University,81,15.7,4.7,1.9,4.5,41.8,0.3,0.9,31,0.6,0.9,72.2,0.3,1.3,1.6,3.3,0.5,0.1,1.1,1,0.123830545,scrappy,Jun
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,Linton Johnson,13-Jun-80,80,205,2004,2009,F,1,Tulane University,41,17.9,4.2,1.8,5,35.5,0.2,0.8,21.2,0.5,0.9,59.5,1.4,3,4.5,0.7,0.9,0.8,0.9,1,0.478873945,scrappy,Jun
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,Lester Conner,17-Sep-59,76,180,1983,1995,G,1,Oregon State University,75,18.9,4.9,1.9,4,47.9,0,0.1,0,1.1,1.5,69.9,0.9,2,2.9,3.4,1.6,0.1,1.3,1,0.210105671,Mid,Sep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,Mark Bryant,25-Apr-65,81,245,1989,2003,F-C,2,Seton Hall University,36,7,1.6,0.7,1.6,43.1,0,0,0,0.3,0.4,69.2,0.7,1.2,1.9,0.2,0.1,0.1,0.3,1,0.808279368,Mid,Apr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Eric Montross,23-Sep-71,84,270,1995,2002,C,1,University of North Carolina,78,29.7,10,3.9,7.4,53.4,0,0,0,2.1,3.4,63.5,2.5,4.7,7.3,0.5,0.4,0.8,1.4,1,0.296724398,Power,Sep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,Willie Burton,26-May-68,80,210,1991,1999,F-G,2,University of Minnesota,76,25.4,12,4.5,10.2,44.1,0.1,0.4,13.3,3,3.9,78.2,1.5,2,3.4,1.4,0.9,0.3,1.9,1,0.851342867,Power,May
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,Trey Burke,12-Nov-92,73,191,2014,2017,G,1,University of Michigan,70,32.3,12.8,4.9,12.8,38,1.6,4.8,33,1.5,1.6,90.3,0.5,2.4,3,5.7,0.6,0.1,1.9,0,0.915393861,Power,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,John Williams,26-Oct-66,80,235,1987,1995,F-C,2,Louisiana State University,78,22.7,9.2,3.6,8,45.4,0.1,0.5,22.2,1.8,2.9,64.6,1.7,3,4.7,2.4,1.6,0.4,1.6,1,0.525943955,Power,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,Jeff Teague,10-Jun-88,74,186,2010,2018,G,1,Wake Forest University,71,10.1,3.2,1.3,3.2,39.6,0.1,0.5,21.9,0.6,0.7,83.7,0.1,0.9,0.9,1.7,0.5,0.1,0.7,1,0.447092899,Power,Jun
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,Emeka Okafor,28-Sep-82,82,252,2005,2013,C-F,2,University of Connecticut,73,35.6,15.1,6.1,13.7,44.7,0,0,0,2.9,4.7,60.9,3.8,7.1,10.9,0.9,0.8,1.7,1.7,1,0.044918525,Power,Sep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,Travis Best,12-Jul-72,71,182,1996,2005,G,1,Georgia Institute of Technology,59,9.7,3.7,1.2,2.8,42.3,0.1,0.4,32,1.3,1.5,83.3,0.2,0.6,0.7,1.6,0.3,0.1,1.1,1,0.897163101,Power,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,Spencer Dinwiddie,6-Apr-93,78,200,2015,2018,G,1,University of Colorado,34,13.4,4.3,1.5,5,30.2,0.4,1.9,18.5,0.9,1,91.2,0.1,1.3,1.4,3.1,0.6,0.2,1,0,0.39292303,Mid,Apr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,Ryan Anderson,6-May-88,82,240,2009,2018,F,1,University of California,66,19.9,7.4,2.4,6.2,39.3,1,2.9,36.5,1.5,1.8,84.5,1.6,3.1,4.7,0.8,0.7,0.3,0.9,1,0.769317423,Mid,May
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,Jeff Lamp,9-Mar-59,78,195,1982,1989,F-G,2,University of Virginia,54,11.4,4.6,1.9,3.6,51,0,0,0,0.9,1.1,82,0.4,0.7,1.2,0.5,0.3,0,0.8,1,0.629453246,Power,Mar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,Peyton Siva,24-Oct-90,72,185,2014,2014,G,1,University of Louisville,24,9.3,2.3,0.8,2.4,31.6,0.3,1,28,0.5,0.6,73.3,0.1,0.5,0.6,1.4,0.4,0,0.8,0,0.192572896,Power,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Jim Thomas,19-Oct-60,75,190,1984,1991,G,1,Indiana University,72,16.9,6.3,2.6,5.6,46.4,0,0.2,9.1,1.1,1.5,72.7,0.8,1.3,2.1,1.8,0.8,0.1,1,0,0.481185007,Power,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
